,Attrition,BusinessTravel,DailyRate,Department,EmployeeCount,EmployeeNumber,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,MonthlyRate,OverTime,PercentSalaryHike,PerformanceRating,StandardHours,StockOptionLevel,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
617,No,Travel_Rarely,625,Research & Development,1,852,50,3,2,Healthcare Representative,2,5933,5197,No,12,3,80,0,2,5,2,2,3
618,No,Travel_Rarely,180,Research & Development,1,854,65,4,1,Research Scientist,1,3424,21632,No,13,3,80,0,3,4,3,0,1
619,No,Travel_Rarely,586,Sales,1,855,48,4,2,Sales Executive,1,4037,21816,No,22,4,80,1,5,9,8,0,8
620,No,Travel_Rarely,1343,Research & Development,1,856,53,2,1,Research Scientist,1,2559,17852,No,11,3,80,0,3,6,5,1,1
621,No,Travel_Rarely,928,Sales,1,857,56,3,2,Sales Executive,4,6201,2823,Yes,14,3,80,1,1,18,14,4,11
622,No,Travel_Rarely,117,Sales,1,859,73,3,2,Sales Executive,4,4403,9250,No,11,3,80,1,3,5,2,0,3
623,No,Travel_Frequently,1012,Research & Development,1,861,75,2,1,Research Scientist,4,3761,2373,No,12,3,80,1,3,5,4,0,3
624,No,Travel_Rarely,661,Sales,1,862,78,2,3,Sales Executive,4,10934,20715,Yes,18,3,80,1,3,5,2,0,4
625,No,Travel_Rarely,930,Sales,1,864,74,3,3,Sales Executive,1,10761,19239,Yes,12,3,80,1,2,5,4,0,2
626,No,Travel_Rarely,638,Research & Development,1,865,91,4,2,Research Scientist,3,5175,22162,No,12,3,80,1,3,5,3,1,3
627,No,Travel_Frequently,890,Research & Development,1,867,81,2,4,Manufacturing Director,4,13826,19028,No,22,4,80,0,3,9,8,0,0
628,No,Travel_Rarely,342,Sales,1,868,66,2,2,Sales Executive,3,6334,24558,No,19,3,80,2,2,1,0,0,0
629,No,Travel_Rarely,1169,Human Resources,1,869,63,2,1,Human Resources,4,4936,23965,No,13,3,80,1,6,5,1,0,4
630,No,Travel_Rarely,1230,Research & Development,1,872,33,2,2,Manufacturing Director,4,4775,19146,No,22,4,80,2,2,2,2,2,2
631,No,Travel_Rarely,986,Research & Development,1,874,62,4,1,Laboratory Technician,4,2818,5044,Yes,24,4,80,1,2,3,2,0,2
632,No,Travel_Frequently,1271,Research & Development,1,875,35,3,1,Research Scientist,4,2515,9068,Yes,14,3,80,0,2,2,1,2,2
633,No,Travel_Rarely,1278,Human Resources,1,878,77,2,1,Human Resources,1,2342,8635,No,21,4,80,0,3,5,4,0,3
634,No,Travel_Rarely,141,Sales,1,879,98,3,2,Sales Executive,1,4194,14363,Yes,18,3,80,0,3,5,3,0,3
635,No,Travel_Rarely,607,Research & Development,1,880,66,2,3,Manufacturing Director,3,10685,23457,Yes,20,4,80,1,2,17,14,5,15
636,Yes,Travel_Frequently,130,Research & Development,1,881,96,3,1,Research Scientist,2,2022,16612,Yes,19,3,80,1,3,10,2,7,8
637,No,Non-Travel,300,Research & Development,1,882,61,3,1,Laboratory Technician,4,2314,9148,No,12,3,80,1,2,3,0,0,2
638,No,Travel_Rarely,583,Sales,1,885,87,2,2,Sales Executive,1,4256,18154,No,12,3,80,0,1,5,2,0,3
639,No,Travel_Rarely,1418,Research & Development,1,887,36,3,1,Research Scientist,1,3580,10554,No,16,3,80,1,2,4,2,0,2
640,No,Non-Travel,1269,Research & Development,1,888,46,2,1,Laboratory Technician,4,3162,10778,No,17,3,80,0,2,5,2,3,4
641,No,Travel_Frequently,379,Sales,1,889,48,3,2,Sales Executive,2,6524,8891,No,14,3,80,1,3,10,8,5,3
642,No,Travel_Rarely,395,Sales,1,893,98,2,1,Sales Representative,2,2899,12102,No,19,3,80,1,3,2,2,1,2
643,No,Travel_Rarely,1265,Research & Development,1,894,95,4,2,Laboratory Technician,4,5231,23726,Yes,13,3,80,1,1,5,3,1,3
644,No,Travel_Rarely,1222,Research & Development,1,895,48,3,1,Research Scientist,4,2356,14871,Yes,19,3,80,1,2,6,4,0,2
645,Yes,Travel_Rarely,341,Sales,1,896,48,2,1,Sales Representative,3,2800,23522,Yes,19,3,80,3,3,3,2,0,2
646,No,Travel_Rarely,868,Sales,1,897,73,3,4,Sales Executive,4,11836,22789,No,14,3,80,1,3,2,0,2,2
647,No,Travel_Rarely,672,Research & Development,1,899,78,2,3,Manufacturing Director,2,10903,9129,No,16,3,80,0,2,13,10,4,8
648,No,Travel_Frequently,1231,Sales,1,900,54,3,1,Sales Representative,4,2973,21222,No,15,3,80,1,3,5,4,0,0
649,No,Travel_Rarely,102,Research & Development,1,901,72,3,4,Research Director,4,14275,20206,No,18,3,80,0,0,12,9,3,8
650,No,Travel_Frequently,422,Research & Development,1,902,33,3,2,Healthcare Representative,4,5562,21782,No,13,3,80,1,2,5,2,2,2
651,No,Travel_Rarely,249,Sales,1,903,35,3,2,Sales Executive,4,4537,17783,Yes,22,4,80,1,2,7,6,7,7
652,No,Non-Travel,1252,Sales,1,904,32,3,3,Sales Executive,2,7642,4814,Yes,13,3,80,0,2,10,0,0,9
653,No,Non-Travel,881,Research & Development,1,905,98,3,4,Manager,1,17924,4544,No,11,3,80,1,3,31,6,14,7
654,No,Travel_Rarely,1383,Human Resources,1,909,42,2,2,Human Resources,4,5204,7790,No,11,3,80,2,2,5,4,0,4
655,No,Travel_Rarely,1075,Human Resources,1,910,57,3,1,Human Resources,2,2277,22650,Yes,11,3,80,1,4,4,3,0,3
656,Yes,Travel_Rarely,374,Research & Development,1,911,87,3,1,Laboratory Technician,4,2795,18016,Yes,24,4,80,0,2,1,0,0,1
657,No,Travel_Rarely,1086,Research & Development,1,912,62,2,1,Laboratory Technician,4,2532,6054,No,14,3,80,3,5,4,3,0,3
658,No,Travel_Rarely,661,Research & Development,1,913,61,3,1,Research Scientist,1,2559,7508,Yes,13,3,80,0,0,8,7,7,1
659,No,Travel_Rarely,821,Sales,1,916,98,3,2,Sales Executive,4,4908,24252,No,14,3,80,0,3,4,2,0,2
660,Yes,Travel_Frequently,781,Research & Development,1,918,57,2,1,Laboratory Technician,4,2380,13384,Yes,14,3,80,1,3,1,0,0,0
661,No,Travel_Rarely,177,Research & Development,1,920,55,3,2,Manufacturing Director,2,4765,23814,No,21,4,80,1,2,1,0,0,0
662,Yes,Travel_Rarely,500,Sales,1,922,49,2,1,Sales Representative,3,2044,22052,No,13,3,80,0,3,2,2,0,2
663,Yes,Travel_Rarely,1427,Research & Development,1,923,65,3,1,Research Scientist,4,2693,8870,No,19,3,80,0,3,1,0,0,0
664,No,Travel_Rarely,1425,Research & Development,1,924,68,3,2,Healthcare Representative,4,6586,4821,Yes,17,3,80,1,2,16,8,4,11
665,No,Travel_Rarely,1454,Sales,1,925,65,2,1,Sales Representative,4,3294,13137,Yes,18,3,80,0,3,3,2,1,2
666,Yes,Travel_Rarely,617,Research & Development,1,926,34,3,2,Manufacturing Director,3,4171,10022,Yes,19,3,80,1,3,3,2,0,2
667,Yes,Travel_Rarely,1085,Research & Development,1,927,57,1,1,Laboratory Technician,4,2778,17725,Yes,13,3,80,1,1,7,7,1,0
668,No,Travel_Rarely,995,Research & Development,1,930,77,3,1,Research Scientist,3,2377,9834,No,18,3,80,1,2,2,2,2,2
669,Yes,Travel_Rarely,1122,Research & Development,1,932,70,3,1,Laboratory Technician,1,2404,4303,Yes,21,4,80,0,2,2,2,2,2
670,No,Travel_Rarely,618,Research & Development,1,933,76,3,1,Research Scientist,3,2318,17808,No,19,3,80,0,2,1,1,0,0
671,No,Travel_Rarely,546,Research & Development,1,934,83,3,1,Laboratory Technician,2,2008,6896,No,14,3,80,2,3,1,0,1,0
672,No,Travel_Rarely,462,Sales,1,936,68,2,2,Sales Executive,3,6244,7824,No,17,3,80,0,6,5,4,0,3
673,No,Travel_Rarely,1198,Research & Development,1,939,100,2,1,Research Scientist,1,2799,3339,Yes,11,3,80,0,1,3,2,0,2
674,No,Travel_Rarely,1272,Research & Development,1,940,37,2,3,Healthcare Representative,2,10552,9255,Yes,13,3,80,1,3,6,0,0,4
675,No,Travel_Rarely,154,Sales,1,941,41,2,1,Sales Representative,3,2329,11737,No,15,3,80,0,2,7,7,5,2
676,No,Travel_Rarely,1137,Research & Development,1,942,51,3,2,Healthcare Representative,4,4014,19170,Yes,25,4,80,1,2,10,6,0,7
677,No,Travel_Rarely,527,Research & Development,1,944,51,3,3,Laboratory Technician,2,7403,22477,No,11,3,80,1,3,26,9,1,7
678,No,Travel_Rarely,1469,Research & Development,1,945,51,3,1,Research Scientist,3,2259,5543,No,17,3,80,2,2,0,0,0,0
679,No,Non-Travel,1188,Sales,1,947,45,3,2,Sales Executive,3,6932,24406,No,13,3,80,1,2,9,8,0,0
680,No,Travel_Rarely,188,Research & Development,1,949,65,3,1,Research Scientist,4,4678,23293,No,18,3,80,0,6,6,2,0,1
681,No,Travel_Rarely,1333,Research & Development,1,950,80,3,3,Research Director,1,13582,16292,No,13,3,80,1,3,15,12,5,11
682,No,Non-Travel,1184,Research & Development,1,951,70,2,1,Laboratory Technician,2,2332,3974,No,20,4,80,0,3,3,0,0,2
683,Yes,Travel_Rarely,867,Sales,1,952,36,2,1,Sales Representative,2,2413,18798,Yes,18,3,80,3,2,1,0,0,0
684,No,Travel_Rarely,658,Sales,1,954,67,2,3,Sales Executive,2,9705,20652,No,12,3,80,1,2,1,0,0,0
685,No,Travel_Frequently,1283,Sales,1,956,52,2,2,Sales Executive,1,4294,11148,No,12,3,80,0,2,7,7,0,7
686,No,Travel_Rarely,263,Research & Development,1,957,59,3,1,Laboratory Technician,1,4721,3119,Yes,13,3,80,0,3,18,13,2,17
687,No,Travel_Rarely,938,Research & Development,1,958,79,3,1,Laboratory Technician,3,2519,12287,No,21,4,80,0,6,11,8,3,9
688,Yes,Travel_Rarely,419,Sales,1,959,37,2,1,Sales Representative,2,2121,9947,Yes,13,3,80,0,3,1,0,0,0
689,Yes,Travel_Rarely,129,Research & Development,1,960,84,3,1,Laboratory Technician,1,2973,13008,No,19,3,80,0,2,1,0,0,0
690,No,Travel_Rarely,616,Research & Development,1,961,41,3,2,Healthcare Representative,4,5855,17369,Yes,11,3,80,2,2,9,7,8,5
691,No,Travel_Frequently,1469,Research & Development,1,964,35,3,1,Research Scientist,2,3617,25063,Yes,14,3,80,1,2,1,1,0,0
692,No,Travel_Rarely,498,Research & Development,1,966,93,3,2,Manufacturing Director,1,6725,13554,No,12,3,80,1,2,8,7,6,3
693,Yes,Travel_Rarely,530,Sales,1,967,51,2,3,Sales Executive,4,10325,5518,Yes,11,3,80,1,6,16,7,3,7
694,No,Travel_Rarely,1069,Research & Development,1,969,42,2,2,Healthcare Representative,4,6949,12291,No,14,3,80,0,3,5,0,1,4
695,Yes,Travel_Rarely,625,Sales,1,970,46,2,3,Sales Executive,3,10609,14922,No,11,3,80,0,2,14,1,11,7
696,No,Non-Travel,805,Research & Development,1,972,57,3,2,Laboratory Technician,2,4447,23163,No,12,3,80,0,5,9,7,0,8
697,No,Travel_Frequently,1404,Sales,1,974,84,3,1,Sales Representative,4,2157,18203,No,15,3,80,1,5,3,1,0,2
698,No,Travel_Rarely,1219,Sales,1,975,86,3,2,Sales Executive,3,4601,6179,No,16,3,80,0,3,5,2,1,0
699,No,Travel_Rarely,1053,Research & Development,1,976,70,3,4,Manager,4,17099,13829,No,15,3,80,1,2,9,8,7,8
700,Yes,Travel_Rarely,289,Research & Development,1,977,51,3,1,Research Scientist,3,2479,26227,No,24,4,80,0,4,1,0,0,0
701,No,Travel_Rarely,1376,Sales,1,981,45,3,4,Manager,3,14852,13938,No,13,3,80,1,3,17,13,15,2
702,No,Travel_Rarely,231,Sales,1,982,62,3,3,Sales Executive,3,7264,9977,No,11,3,80,1,2,8,4,7,7
703,No,Non-Travel,152,Sales,1,983,85,3,2,Sales Executive,4,5666,19899,Yes,13,3,80,0,1,5,3,1,3
704,No,Travel_Rarely,882,Sales,1,984,92,3,3,Sales Executive,4,7823,6812,No,13,3,80,1,2,10,9,0,8
705,No,Travel_Rarely,903,Sales,1,985,41,4,3,Sales Executive,3,7880,2560,No,18,3,80,0,3,8,7,0,7
706,Yes,Non-Travel,1479,Sales,1,986,100,4,4,Sales Executive,2,13194,17071,Yes,16,3,80,0,2,1,0,0,0
707,No,Travel_Frequently,1379,Research & Development,1,987,64,4,2,Manufacturing Director,3,5067,6759,Yes,19,3,80,0,3,19,10,2,7
708,No,Non-Travel,1229,Sales,1,990,84,3,2,Sales Executive,4,5079,25952,No,13,3,80,2,3,7,7,0,7
709,Yes,Non-Travel,335,Research & Development,1,991,46,2,1,Research Scientist,1,2321,10322,Yes,22,4,80,0,0,3,2,1,2
710,No,Non-Travel,722,Sales,1,992,38,3,4,Manager,3,17444,20489,No,11,3,80,0,2,10,8,6,0
711,Yes,Travel_Rarely,906,Research & Development,1,994,92,2,1,Research Scientist,1,2404,11479,Yes,20,4,80,0,5,0,0,0,0
712,No,Travel_Rarely,461,Research & Development,1,995,53,3,1,Research Scientist,4,3452,17241,No,18,3,80,0,4,3,2,0,2
713,No,Travel_Rarely,974,Research & Development,1,996,91,3,1,Laboratory Technician,4,2270,11005,No,14,3,80,2,2,5,3,0,2
714,No,Travel_Rarely,1126,Research & Development,1,997,66,3,4,Research Director,4,17399,6615,No,22,4,80,1,1,5,4,1,3
715,No,Travel_Frequently,827,Research & Development,1,998,84,4,2,Healthcare Representative,2,5488,20161,Yes,13,3,80,1,2,6,5,1,2
716,No,Travel_Frequently,840,Research & Development,1,999,64,3,5,Research Director,3,19419,3735,No,17,3,80,1,2,18,16,0,11
717,No,Travel_Rarely,1134,Research & Development,1,1001,37,3,1,Laboratory Technician,2,2811,12086,No,14,3,80,1,2,2,2,2,2
718,No,Non-Travel,248,Research & Development,1,1002,42,3,2,Laboratory Technician,1,3633,14039,Yes,15,3,80,1,2,9,8,0,8
719,No,Travel_Rarely,955,Sales,1,1003,83,3,2,Sales Executive,4,4163,8571,Yes,17,3,80,0,0,9,0,0,7
720,Yes,Travel_Rarely,138,Research & Development,1,1004,48,3,1,Research Scientist,3,2132,11539,Yes,11,3,80,0,2,5,2,0,1
721,No,Travel_Rarely,939,Research & Development,1,1005,95,3,4,Manufacturing Director,3,13973,4161,Yes,18,3,80,1,2,12,11,1,5
722,No,Travel_Frequently,1391,Research & Development,1,1006,66,3,1,Research Scientist,3,2684,12127,No,17,3,80,1,0,2,1,0,2
723,No,Travel_Rarely,566,Research & Development,1,1007,75,3,3,Manufacturing Director,3,10845,24208,No,13,3,80,1,3,8,7,0,7
724,No,Travel_Rarely,1206,Research & Development,1,1009,41,2,2,Manufacturing Director,3,4377,24117,No,15,3,80,2,6,4,2,3,2
725,Yes,Travel_Rarely,622,Research & Development,1,1010,39,2,1,Laboratory Technician,2,3743,10074,Yes,24,4,80,1,2,4,2,0,2
726,No,Travel_Frequently,853,Research & Development,1,1011,96,3,2,Manufacturing Director,1,4148,11275,No,12,3,80,1,1,4,3,0,3
727,No,Non-Travel,287,Research & Development,1,1012,73,3,1,Research Scientist,4,1051,13493,No,15,3,80,0,2,0,0,0,0
728,No,Travel_Rarely,1441,Research & Development,1,1013,56,3,3,Manufacturing Director,3,10739,13943,No,11,3,80,1,2,10,7,0,8
729,No,Travel_Rarely,583,Research & Development,1,1014,57,3,3,Healthcare Representative,3,10388,6975,Yes,11,3,80,1,3,16,10,10,1
730,No,Travel_Rarely,153,Research & Development,1,1015,73,4,3,Research Director,1,11416,17802,Yes,12,3,80,3,4,8,7,1,7
731,Yes,Travel_Rarely,1097,Research & Development,1,1016,98,2,1,Research Scientist,1,2600,18275,Yes,15,3,80,0,2,1,0,0,0
732,Yes,Travel_Frequently,109,Research & Development,1,1017,60,3,1,Laboratory Technician,2,2422,25725,No,17,3,80,0,3,3,2,1,2
733,No,Travel_Rarely,1066,Research & Development,1,1018,32,4,2,Manufacturing Director,4,5472,3334,No,12,3,80,0,2,8,7,1,3
734,No,Travel_Rarely,217,Research & Development,1,1019,94,1,1,Laboratory Technician,1,2451,6881,No,15,3,80,1,3,4,3,1,1
735,No,Travel_Rarely,277,Research & Development,1,1022,97,2,2,Healthcare Representative,3,4240,13119,No,13,3,80,0,0,2,2,2,2
736,No,Travel_Rarely,1355,Research & Development,1,1024,78,2,3,Healthcare Representative,3,10999,22245,No,14,3,80,0,3,15,11,4,8
737,No,Travel_Rarely,549,Research & Development,1,1025,42,3,2,Manufacturing Director,3,5003,23371,No,14,3,80,0,6,2,2,2,1
738,No,Travel_Rarely,466,Research & Development,1,1026,65,2,4,Manufacturing Director,4,12742,7060,No,16,3,80,1,3,21,6,11,8
739,No,Travel_Rarely,1055,Research & Development,1,1027,47,3,2,Manufacturing Director,4,4227,4658,No,18,3,80,1,2,3,2,2,2
740,No,Travel_Rarely,802,Research & Development,1,1028,45,3,1,Laboratory Technician,4,3917,9541,No,20,4,80,1,4,3,2,1,2
741,No,Travel_Rarely,265,Sales,1,1029,90,3,5,Manager,3,18303,7770,No,13,3,80,0,3,1,0,0,0
742,No,Travel_Rarely,804,Research & Development,1,1030,64,3,1,Laboratory Technician,4,2380,20165,No,18,3,80,0,5,1,0,0,0
743,No,Travel_Rarely,715,Research & Development,1,1032,69,2,4,Manufacturing Director,4,13726,21829,Yes,13,3,80,0,4,5,3,4,3
744,Yes,Travel_Rarely,1141,Research & Development,1,1033,61,1,2,Healthcare Representative,2,4777,14382,No,15,3,80,0,2,1,0,0,0
745,No,Travel_Frequently,135,Research & Development,1,1034,62,3,2,Healthcare Representative,2,6385,12992,Yes,14,3,80,2,3,8,7,6,7
746,No,Non-Travel,247,Research & Development,1,1035,55,1,5,Research Director,3,19973,20284,No,22,4,80,2,3,21,16,5,10
747,No,Travel_Rarely,1035,Sales,1,1036,42,3,2,Sales Executive,4,6861,4981,Yes,12,3,80,0,1,1,0,0,0
748,Yes,Non-Travel,265,Sales,1,1037,79,1,2,Sales Executive,1,4969,21813,No,18,3,80,0,6,2,2,2,2
749,Yes,Travel_Rarely,266,Sales,1,1038,57,1,5,Manager,4,19845,25846,No,15,3,80,1,3,32,14,6,9
750,No,Travel_Rarely,1448,Sales,1,1039,53,4,4,Sales Executive,4,13320,11737,Yes,18,3,80,1,2,12,11,11,11
751,No,Non-Travel,145,Sales,1,1040,95,3,2,Sales Executive,3,6347,24920,No,12,3,80,1,3,18,7,0,13
752,Yes,Travel_Rarely,885,Research & Development,1,1042,43,4,1,Laboratory Technician,1,2743,8269,No,16,3,80,0,1,17,13,15,14
753,No,Travel_Frequently,945,Research & Development,1,1043,82,3,3,Manufacturing Director,1,10880,5083,Yes,13,3,80,0,2,21,6,2,8
754,No,Non-Travel,1038,Sales,1,1044,88,2,1,Sales Representative,4,2342,21437,No,19,3,80,0,2,2,2,2,2
755,No,Travel_Rarely,1234,Sales,1,1045,90,3,4,Manager,4,17650,5404,No,13,3,80,1,4,9,3,1,1
756,No,Non-Travel,1109,Research & Development,1,1046,69,3,1,Laboratory Technician,3,4025,11135,No,12,3,80,0,2,8,7,7,7
757,No,Travel_Rarely,216,Sales,1,1047,75,4,2,Sales Executive,4,9725,12278,No,11,3,80,1,2,15,1,0,9
758,No,Travel_Rarely,1089,Sales,1,1048,66,3,3,Manager,4,11904,11038,Yes,14,3,80,1,1,6,4,0,4
759,No,Travel_Rarely,788,Human Resources,1,1049,36,3,1,Human Resources,2,2177,8318,No,16,3,80,0,3,6,3,0,4
760,No,Travel_Frequently,124,Sales,1,1050,38,2,3,Sales Executive,2,7525,23537,No,12,3,80,1,2,15,7,6,12
761,Yes,Travel_Rarely,660,Research & Development,1,1052,81,3,2,Laboratory Technician,3,4834,7858,No,14,3,80,1,3,1,0,0,0
762,Yes,Travel_Frequently,342,Research & Development,1,1053,57,3,1,Research Scientist,1,2042,15346,Yes,14,3,80,1,2,3,2,1,2
763,No,Travel_Rarely,1333,Sales,1,1055,87,3,1,Sales Representative,3,2220,18410,Yes,19,3,80,1,2,1,1,0,0
764,No,Travel_Rarely,1144,Sales,1,1056,74,3,1,Sales Representative,2,1052,23384,No,22,4,80,0,5,1,0,0,0
765,No,Travel_Frequently,1186,Research & Development,1,1060,44,3,1,Research Scientist,3,2821,2997,No,16,3,80,1,2,2,2,2,2
766,No,Travel_Rarely,1464,Research & Development,1,1061,62,3,5,Research Director,3,19237,12853,Yes,11,3,80,1,2,8,1,7,7
767,No,Travel_Rarely,124,Research & Development,1,1062,35,3,2,Healthcare Representative,2,4107,13848,No,15,3,80,0,3,4,3,0,1
768,No,Travel_Rarely,300,Sales,1,1066,74,3,2,Sales Executive,1,8396,22217,No,14,3,80,1,3,7,7,7,5
769,No,Travel_Frequently,921,Research & Development,1,1068,66,2,1,Research Scientist,3,2007,25265,No,13,3,80,2,5,5,3,1,3
770,No,Travel_Rarely,430,Research & Development,1,1069,40,3,5,Research Director,4,19627,21445,No,17,3,80,2,0,2,2,2,2
771,No,Travel_Rarely,1082,Sales,1,1070,41,2,3,Sales Executive,3,10686,8392,No,11,3,80,1,4,9,4,7,0
772,No,Travel_Frequently,1240,Research & Development,1,1071,63,3,1,Research Scientist,3,2942,12154,No,19,3,80,1,4,5,4,0,3
773,No,Travel_Rarely,796,Research & Development,1,1073,51,2,3,Manufacturing Director,4,8858,15669,No,11,3,80,0,2,14,8,7,8
774,No,Non-Travel,444,Research & Development,1,1074,40,2,4,Manager,1,16756,17323,No,15,3,80,0,3,9,7,6,2
775,No,Travel_Rarely,415,Sales,1,1076,79,2,3,Sales Executive,4,10798,5268,No,13,3,80,1,5,1,0,0,0
776,Yes,Travel_Frequently,769,Sales,1,1077,54,3,1,Sales Representative,4,2323,17205,Yes,14,3,80,0,3,2,2,0,2
777,Yes,Travel_Rarely,1334,Research & Development,1,1079,36,2,1,Laboratory Technician,1,1416,17258,No,13,3,80,0,6,1,0,1,0
778,No,Travel_Rarely,1003,Research & Development,1,1080,74,2,2,Research Scientist,1,4615,21029,Yes,23,4,80,3,2,16,13,1,7
779,Yes,Travel_Rarely,1323,Research & Development,1,1081,34,3,1,Research Scientist,3,2461,10332,Yes,12,3,80,3,2,10,0,2,7
780,Yes,Non-Travel,1366,Research & Development,1,1082,72,2,3,Healthcare Representative,1,8722,12355,No,12,3,80,0,2,10,7,1,9
781,No,Travel_Rarely,192,Research & Development,1,1083,59,2,1,Laboratory Technician,1,3955,11141,No,16,3,80,2,2,5,3,1,3
782,No,Travel_Rarely,1176,Research & Development,1,1084,85,3,2,Manufacturing Director,1,9957,9096,No,15,3,80,1,1,6,2,0,2
783,No,Travel_Rarely,509,Research & Development,1,1085,43,4,1,Research Scientist,3,3376,18863,No,13,3,80,0,3,10,6,0,8
784,No,Travel_Rarely,330,Research & Development,1,1088,65,2,3,Healthcare Representative,3,8823,24608,No,18,3,80,1,4,19,9,1,9
785,No,Travel_Rarely,1492,Research & Development,1,1092,61,3,3,Healthcare Representative,4,10322,26542,No,20,4,80,1,6,11,10,11,1
786,No,Non-Travel,1277,Research & Development,1,1094,87,1,1,Laboratory Technician,3,4621,5869,No,19,3,80,3,4,3,2,1,2
787,No,Travel_Frequently,1091,Research & Development,1,1096,65,3,3,Manufacturing Director,2,10976,15813,No,18,3,80,1,4,3,2,1,2
788,No,Travel_Rarely,857,Research & Development,1,1097,59,3,2,Research Scientist,3,3660,7909,No,13,3,80,0,4,8,7,1,7
789,Yes,Travel_Rarely,1376,Human Resources,1,1098,91,2,3,Human Resources,1,10482,2326,No,14,3,80,1,1,20,6,3,6
790,No,Travel_Rarely,654,Research & Development,1,1099,34,2,3,Healthcare Representative,4,7119,21214,No,15,3,80,1,2,3,2,1,2
791,Yes,Travel_Rarely,1204,Sales,1,1100,86,3,3,Sales Executive,1,9582,10333,Yes,22,4,80,0,2,8,7,4,7
792,Yes,Travel_Frequently,827,Research & Development,1,1101,54,2,2,Research Scientist,3,4508,3129,No,22,4,80,0,4,13,7,3,8
793,No,Travel_Rarely,895,Research & Development,1,1102,50,3,1,Laboratory Technician,3,2207,22482,No,16,3,80,1,5,4,2,2,2
794,No,Travel_Frequently,618,Research & Development,1,1103,45,3,2,Healthcare Representative,4,7756,22266,No,17,3,80,0,1,6,2,0,4
795,No,Travel_Rarely,309,Sales,1,1105,88,2,2,Sales Executive,4,6694,24223,Yes,14,3,80,3,5,1,0,0,0
796,Yes,Travel_Rarely,1219,Research & Development,1,1106,32,3,1,Laboratory Technician,4,3691,4605,Yes,15,3,80,1,3,7,7,5,6
797,Yes,Travel_Rarely,1330,Research & Development,1,1107,37,3,1,Laboratory Technician,3,2377,19373,No,20,4,80,1,0,1,1,0,0
798,Yes,Travel_Rarely,1017,Research & Development,1,1108,55,2,1,Research Scientist,2,2313,2993,Yes,20,4,80,0,0,2,2,2,2
799,No,Travel_Rarely,469,Research & Development,1,1109,35,3,4,Manager,1,17665,14399,No,17,3,80,1,3,22,6,13,7
800,Yes,Travel_Frequently,1009,Research & Development,1,1111,45,2,1,Laboratory Technician,2,2596,7160,No,15,3,80,2,2,1,0,0,0
801,Yes,Travel_Frequently,959,Sales,1,1113,81,3,2,Sales Executive,3,4728,17251,Yes,14,3,80,0,4,0,0,0,0
802,No,Travel_Frequently,970,Sales,1,1114,30,3,2,Sales Executive,2,4302,13401,No,17,3,80,1,3,3,2,0,2
803,No,Non-Travel,697,Research & Development,1,1115,40,2,1,Research Scientist,4,2979,22478,No,17,3,80,3,2,0,0,0,0
804,No,Non-Travel,1262,Research & Development,1,1116,35,4,4,Manager,4,16885,16154,No,22,4,80,0,3,5,4,2,1
805,No,Non-Travel,1050,Sales,1,1117,65,2,2,Sales Executive,3,5593,17970,No,13,3,80,1,2,15,10,4,12
806,No,Travel_Rarely,994,Research & Development,1,1118,87,3,3,Healthcare Representative,2,10445,15322,No,19,3,80,0,4,8,6,4,0
807,No,Travel_Rarely,770,Sales,1,1119,73,2,3,Sales Executive,3,8740,5569,Yes,14,3,80,2,2,8,7,2,7
808,No,Travel_Rarely,1107,Research & Development,1,1120,93,3,1,Research Scientist,4,2514,26968,No,22,4,80,1,1,7,5,1,7
809,No,Travel_Rarely,950,Research & Development,1,1121,93,3,3,Manufacturing Director,2,7655,8039,No,17,3,80,3,3,9,7,1,7
810,No,Travel_Rarely,406,Sales,1,1124,52,3,4,Manager,3,17465,15596,No,12,3,80,1,3,12,9,4,9
811,No,Travel_Rarely,130,Sales,1,1125,32,3,3,Sales Executive,2,7351,20619,No,16,3,80,0,2,1,0,0,0
812,No,Travel_Frequently,1082,Research & Development,1,1126,83,3,3,Manufacturing Director,1,10820,11535,No,11,3,80,1,1,8,7,0,1
813,Yes,Travel_Frequently,203,Research & Development,1,1127,84,3,4,Healthcare Representative,4,12169,13547,No,11,3,80,3,4,18,7,11,5
814,No,Travel_Rarely,1308,Research & Development,1,1128,44,2,5,Research Director,3,19626,17544,No,14,3,80,0,2,20,7,4,9
815,No,Travel_Rarely,984,Research & Development,1,1131,70,2,1,Research Scientist,2,2070,25326,Yes,11,3,80,0,6,2,2,2,2
816,No,Non-Travel,439,Research & Development,1,1132,70,3,2,Laboratory Technician,2,6782,8770,No,15,3,80,0,2,5,4,0,3
817,No,Non-Travel,217,Research & Development,1,1133,78,3,2,Manufacturing Director,4,7779,23238,No,20,4,80,0,0,11,9,0,9
818,No,Travel_Frequently,793,Sales,1,1135,67,4,1,Sales Representative,4,2791,21981,No,12,3,80,1,4,2,2,2,2
819,No,Travel_Rarely,1451,Research & Development,1,1136,67,2,1,Research Scientist,2,3201,19911,No,17,3,80,0,2,5,3,0,4
820,No,Travel_Frequently,1182,Sales,1,1137,54,3,2,Sales Executive,4,4968,18500,No,11,3,80,1,3,5,2,0,2
